sample.date,plot,sample.number,tree.tag,spp,N.percent,C.percent,vial.label
2007-07-25,H5,NA,402,bo,2.368156433,50.65955734,NA
2007-07-25,H5,NA,402,bo,2.456044436,49.92741013,NA
2008-07-30,A1,NA,6,rm,2.50052309,49.39474487,NA
2008-07-30,A1,NA,6,rm,2.568899155,50.13824081,NA
2008-08-20,A1,NA,8,yb,1.759369135,50.32021332,NA
2008-08-20,A1,NA,8,yb,1.764157772,50.18244553,NA
2008-07-30,A1,NA,19,ro,2.839501619,49.56052017,NA
2008-07-30,A1,NA,19,ro,2.847072124,49.48749161,NA
2008-07-31,A2,NA,26,bo,2.600773335,50.65766144,NA
2008-07-31,A2,NA,26,bo,2.596160173,48.61500931,NA
2008-07-31,A2,NA,35,rm,2.037047148,50.06691742,NA
2008-07-31,A2,NA,35,rm,1.943872452,49.75842667,NA
2008-07-31,A2,NA,35,rm,2.335802317,49.15458298,NA
2008-07-31,A2,NA,35,rm,2.20988512,49.91197586,NA
2008-07-31,A2,NA,35,rm,2.06192255,50.80092621,NA
2008-08-20,A2,NA,92,beech,2.406416416,49.22157669,NA
2008-08-20,A2,NA,92,beech,2.417882919,49.25817108,NA
2008-08-20,A3,NA,52,beech,2.187562466,48.41247177,NA
2008-08-20,A3,NA,52,beech,2.22163105,48.56886292,NA
2008-07-31,A3,NA,58,ro,2.637025595,49.01280212,NA
2008-07-31,A3,NA,58,ro,2.59585619,48.81461334,NA
2008-07-31,A3,NA,58,ro,2.024489403,49.61507034,NA
2008-07-31,A3,NA,58,ro,2.268966436,50.08064651,NA
2008-07-31,A3,NA,58,ro,2.117991924,49.51272583,NA
2008-08-20,A3,NA,64,yb,2.508925676,51.09256363,NA
2008-08-20,A3,NA,64,yb,2.275505066,50.70888138,NA
2008-08-20,A3,NA,64,yb,2.686553717,49.8836441,NA
2008-07-31,A3,NA,66,rm,2.501460075,49.64096069,NA
2008-07-31,A3,NA,66,rm,2.478826284,49.27985764,NA
2008-07-31,A3,NA,69,rm,1.99183476,50.73347092,NA
2008-07-31,A3,NA,69,rm,1.993820548,50.1954689,NA
2008-07-31,A3,NA,69,rm,2.094130754,50.71561813,NA
2008-07-31,A3,NA,69,rm,2.174152851,51.21871185,NA
2008-07-31,A3,NA,69,rm,1.966596246,49.30430222,NA
2008-08-20,A3,NA,263,bb,2.350569963,51.38716125,NA
2008-08-20,A3,NA,263,bb,2.133839846,51.66193771,NA
2008-07-30,B1,NA,154,rm,2.063928604,50.03355408,NA
2008-07-30,B1,NA,154,rm,2.039486885,49.65487289,NA
2008-08-20,B1,NA,164,wp,1.474809766,51.14143753,NA
2008-08-20,B1,NA,164,wp,1.519638419,51.38496399,NA
2008-08-20,B1,NA,164,wp,1.426083207,51.4249115,NA
2008-07-30,B1,NA,165,ro,2.325216055,50.25180435,NA
2008-07-30,B1,NA,165,ro,2.468259573,50.43502426,NA
2008-07-30,B1,NA,165,ro,2.07659936,49.70413208,NA
2008-07-30,B1,NA,165,ro,2.490441322,50.78865814,NA
2008-07-31,B2,NA,179,ro,2.661661386,50.82998657,NA
2008-07-31,B2,NA,179,ro,2.662708521,50.58584595,NA
2008-08-20,B2,NA,182,yb,2.131256819,47.44698334,NA
2008-08-20,B2,NA,182,yb,2.274273396,46.70528412,NA
2008-08-20,B2,NA,182,yb,2.283445597,47.18071747,NA
2008-08-20,B2,NA,189,cherry,2.346177578,49.94018936,NA
2008-08-20,B2,NA,189,cherry,2.360404968,49.75624466,NA
2008-08-20,B2,NA,192,bb,2.674764156,50.44029999,NA
2008-08-20,B2,NA,192,bb,2.68906045,50.46429062,NA
2008-07-31,B2,NA,194,rm,2.093884945,51.05420303,NA
2008-07-31,B2,NA,194,rm,2.035061121,49.17370224,NA
2008-08-20,B3,NA,203,ash,2.86029768,48.40998077,NA
2008-08-20,B3,NA,203,ash,2.840369463,48.24315643,NA
2008-08-20,B3,NA,214,yb,2.287594318,49.47424698,NA
2008-08-20,B3,NA,214,yb,2.11177516,49.13133621,NA
2008-08-20,B3,NA,214,yb,1.860191941,47.95539093,NA
2008-08-20,B3,NA,214,yb,2.473992825,50.55670166,NA
2008-08-20,B3,NA,214,yb,2.277092695,50.44876099,NA
2008-07-31,B3,NA,225,rm,1.797628284,49.44578171,NA
2008-07-31,B3,NA,225,rm,1.847574592,49.73122025,NA
2008-07-31,B3,NA,232,ro,2.638566971,49.67449188,NA
2008-07-31,B3,NA,232,ro,2.74517107,49.97439957,NA
2008-07-31,B3,NA,232,ro,2.701417685,49.73088074,NA
2008-07-31,B4,NA,251,bo,2.527081251,50.34315491,NA
2008-07-31,B4,NA,251,bo,2.530833483,49.97875214,NA
2008-07-31,B4,NA,257,rm,1.772266746,50.32975769,NA
2008-07-31,B4,NA,257,rm,1.758013248,50.44755554,NA
2008-07-31,B4,NA,262,ro,2.742366314,51.21857071,NA
2008-07-31,B4,NA,262,ro,2.626539946,51.15353775,NA
2008-07-31,B4,NA,262,ro,2.448317766,50.93225479,NA
2008-07-31,B4,NA,262,ro,2.787413597,51.61706161,NA
2008-08-20,B4,NA,268,gb,2.412989855,50.56448364,NA
2008-08-20,B4,NA,268,gb,2.421110153,50.11249924,NA
2008-08-20,C1,NA,214,bb,2.372666836,49.31006241,NA
2008-08-20,C1,NA,214,bb,2.432422161,49.19405746,NA
2008-08-20,C1,NA,225,beech,2.391443253,49.55120468,NA
2008-08-20,C1,NA,225,beech,2.481411695,49.43803787,NA
2008-08-20,C1,NA,225,beech,2.477982759,48.86978149,NA
2008-08-20,C1,NA,351,hem,1.677044392,50.6669693,NA
2008-08-20,C1,NA,351,hem,1.63928771,50.30260849,NA
2008-07-30,C1,NA,354,rm,1.972967744,51.71225357,NA
2008-07-30,C1,NA,354,rm,1.918706298,51.23228836,NA
2008-08-20,C1,NA,355,yb,2.549467087,49.69760895,NA
2008-08-20,C1,NA,355,yb,2.520760775,49.55418777,NA
2008-08-20,C1,NA,359,wp,1.416686296,51.68026352,NA
2008-08-20,C1,NA,359,wp,1.385149598,51.45296097,NA
2008-07-30,C1,NA,362,ro,2.310559511,49.22557068,NA
2008-07-30,C1,NA,362,ro,2.273742914,49.46538925,NA
2008-07-30,C2,NA,380,rm,2.094882965,51.03366089,NA
2008-07-30,C2,NA,380,rm,1.970147252,48.57374191,NA
2008-07-30,C2,NA,380,rm,2.056628942,50.54917145,NA
2008-08-20,C2,NA,388,beech,2.254438639,49.22519684,NA
2008-08-20,C2,NA,388,beech,2.279220581,49.21753693,NA
2008-07-30,C2,NA,392,ro,2.369766235,49.93758392,NA
2008-07-30,C2,NA,392,ro,2.322761297,50.33543777,NA
2008-08-20,C3,NA,264,hem,1.494971395,50.07485199,NA
2008-08-20,C3,NA,264,hem,1.521447778,50.13881302,NA
2008-07-30,C3,NA,403,rm,1.676323652,50.49816895,NA
2008-07-30,C3,NA,403,rm,1.758916974,50.30319214,NA
2008-08-20,C3,NA,409,cherry,2.340715408,50.00511169,NA
2008-08-20,C3,NA,409,cherry,2.265628576,49.40844727,NA
2008-08-20,C3,NA,424,yb,2.47359252,49.46761703,NA
2008-08-20,C3,NA,424,yb,2.193552017,48.57997131,NA
2008-08-20,C3,NA,424,yb,2.257339954,48.58298492,NA
2008-08-20,C3,NA,425,ash,2.035423756,47.68242645,NA
2008-08-20,C3,NA,425,ash,2.110418558,47.64149857,NA
2008-07-30,C4,NA,462,bo,2.660825014,50.99662018,NA
2008-07-30,C4,NA,462,bo,2.513909578,49.30030823,NA
2008-07-30,C4,NA,462,bo,2.861842632,50.82889175,NA
2008-07-30,C4,NA,462,bo,2.804708004,50.7865448,NA
2008-08-20,C4,NA,485,beech,2.408257723,48.86040878,NA
2008-08-20,C4,NA,485,beech,2.457704306,47.76639175,NA
2008-07-30,C4,NA,491,rm,1.809194684,51.33094788,NA
2008-07-30,C4,NA,491,rm,1.81479311,50.99398041,NA
2008-08-20,C4,NA,493,ws,1.284024,50.54541779,NA
2008-08-20,C4,NA,493,ws,1.253284335,50.66519165,NA
2008-08-20,C5,NA,290,beech,2.116588116,48.32834244,NA
2008-08-20,C5,NA,290,beech,2.060390711,48.60796356,NA
2008-07-31,C5,NA,501,bo,2.810496092,51.45549011,NA
2008-07-31,C5,NA,501,bo,2.605621099,51.0562706,NA
2008-07-31,C5,NA,501,bo,2.749937773,50.80265427,NA
2008-08-20,C5,NA,503,gb,2.333073139,50.47966766,NA
2008-08-20,C5,NA,503,gb,2.166378021,50.18434143,NA
2008-08-20,C5,NA,503,gb,2.310616493,49.76833725,NA
2008-07-31,C5,NA,512,rm,1.85316968,50.55137253,NA
2008-07-31,C5,NA,512,rm,1.841674209,50.65069199,NA
2008-07-31,C5,NA,513,ro,2.465847969,50.05908585,NA
2008-07-31,C5,NA,513,ro,2.498921394,49.76746368,NA
2008-08-20,C5,NA,518,yb,2.43121624,49.49222946,NA
2008-08-20,C5,NA,518,yb,2.336633921,49.24687576,NA
2008-07-30,D1,NA,538,ro,2.040989161,48.53226852,NA
2008-07-30,D1,NA,538,ro,1.99131,49.09230042,NA
2008-07-30,D1,NA,542,rm,1.976886272,50.0710144,NA
2008-07-30,D1,NA,542,rm,1.972714663,50.14159012,NA
2008-08-20,D1,NA,548,wp,1.690201998,51.60237122,NA
2008-08-20,D1,NA,548,wp,1.567203641,50.14260483,NA
2008-08-20,D1,NA,548,wp,1.7215271,51.493927,NA
2008-08-20,D2,NA,288,hem,1.429652691,50.55886078,NA
2008-08-20,D2,NA,288,hem,1.365399241,50.49203873,NA
2008-08-20,D2,NA,579,yb,2.063242912,48.01141739,NA
2008-08-20,D2,NA,579,yb,2.092358828,48.60787201,NA
2008-07-30,D2,NA,588,ro,2.089424372,49.3755722,NA
2008-07-30,D2,NA,588,ro,2.088551283,49.04164505,NA
2008-08-20,D2,NA,589,ash,2.288305283,48.26398849,NA
2008-08-20,D2,NA,589,ash,2.203536272,47.20593643,NA
2008-07-30,D2,NA,592,rm,1.656907797,50.30063629,NA
2008-07-30,D2,NA,592,rm,1.734305859,50.21937943,NA
2008-08-20,D2,NA,594,cherry,2.444875479,50.10651779,NA
2008-08-20,D2,NA,594,cherry,2.426010132,50.13301086,NA
2008-08-20,D3,NA,265,beech,2.522393227,47.97817993,NA
2008-08-20,D3,NA,265,beech,2.498535156,47.63868713,NA
2008-07-31,D3,NA,606,rm,1.679864049,50.73101044,NA
2008-07-31,D3,NA,606,rm,1.687009335,50.96170807,NA
2008-07-31,D3,NA,613,ro,2.385444641,50.75585175,NA
2008-07-31,D3,NA,613,ro,2.388246298,51.022789,NA
2008-07-30,D4,NA,626,rm,2.312517881,50.26926422,NA
2008-07-31,D4,NA,626,rm,2.144198895,49.69258499,NA
2008-07-31,D4,NA,626,rm,2.237686872,49.94821548,NA
2008-08-20,D4,NA,628,cherry,2.218294621,49.30983734,NA
2008-08-20,D4,NA,628,cherry,2.222394943,49.46908951,NA
2008-08-20,D4,NA,637,ash,2.084338188,46.44417572,NA
2008-08-20,D4,NA,637,ash,2.12065196,47.98587418,NA
2008-07-31,D4,NA,639,bo,2.801218271,50.16112518,NA
2008-07-31,D4,NA,639,bo,2.667313576,49.99704742,NA
2008-07-31,D4,NA,639,bo,2.969907045,50.73796082,NA
2008-07-31,D4,NA,639,bo,3.059211731,51.17455673,NA
2008-08-20,D4,NA,731,sm,2.626447201,48.92993164,NA
2008-08-20,D4,NA,731,sm,2.537810564,48.96006393,NA
2008-07-31,D5,NA,664,bo,2.047290325,49.04405212,NA
2008-07-31,D5,NA,664,bo,2.189936399,49.22147369,NA
2008-07-31,D5,NA,664,bo,2.293126822,49.55503082,NA
2008-07-31,D5,NA,664,bo,2.405301571,50.28846359,NA
2008-07-31,D5,NA,664,bo,2.345015287,50.90626907,NA
2008-07-31,D5,NA,666,rm,1.498465896,51.00321198,NA
2008-07-31,D5,NA,666,rm,1.516125441,51.12282944,NA
2008-08-20,D5,NA,670,wb,2.314934731,50.41656113,NA
2008-08-20,D5,NA,670,wb,2.225924492,50.39961243,NA
2008-07-30,E1,NA,676,ro,2.529805183,51.31794739,NA
2008-07-30,E1,NA,676,ro,2.385397673,50.03850937,NA
2008-07-30,E1,NA,676,ro,2.46952939,50.60472488,NA
2008-08-20,E1,NA,678,hem,1.1627841,51.85403061,NA
2008-08-20,E1,NA,678,hem,1.218297124,51.49707031,NA
2008-07-30,E1,NA,683,rm,2.032915115,50.54828262,NA
2008-07-30,E1,NA,683,rm,2.093809366,50.84640503,NA
2008-08-20,E1,NA,684,yb,2.370863199,48.68338394,NA
2008-08-20,E1,NA,684,yb,2.366197586,48.29310226,NA
2008-07-30,E2,NA,710,ro,1.985643983,49.1387558,NA
2008-07-30,E2,NA,710,ro,2.192611694,48.85630798,NA
2008-07-30,E2,NA,719,rm,2.091754198,50.2061615,NA
2008-07-30,E2,NA,719,rm,2.057887793,49.68967056,NA
2008-08-20,E2,NA,727,rp,1.31547308,52.13695526,NA
2008-08-20,E2,NA,727,rp,1.300814867,52.02723694,NA
2008-08-20,E3,NA,723,hem,1.245476961,51.38211823,NA
2008-08-20,E3,NA,723,hem,1.196216464,51.43982697,NA
2008-07-30,E3,NA,761,ro,2.711634636,50.72290802,NA
2008-07-30,E3,NA,761,ro,2.762048721,50.64902878,NA
2008-07-30,E3,NA,771,rm,1.57801795,49.79347992,NA
2008-07-30,E3,NA,771,rm,1.618699074,49.84463882,NA
2008-07-30,E4,NA,802,ro,2.689415455,50.19646072,NA
2008-07-30,E4,NA,802,ro,2.660871506,50.52758408,NA
2008-08-20,E4,NA,805,wp,1.299916983,51.84884262,NA
2008-08-20,E4,NA,805,wp,1.318310738,52.0220108,NA
2008-08-20,E4,NA,819,yb,1.99130702,49.75588608,NA
2008-08-20,E4,NA,819,yb,1.993083,49.13817978,NA
2008-08-20,E4,NA,826,ws,1.284652591,49.13150787,NA
2008-08-20,E4,NA,826,ws,1.259908795,49.32333755,NA
2008-07-30,E4,NA,834,rm,1.843799949,49.35752869,NA
2008-07-30,E4,NA,834,rm,1.875213504,50.06714249,NA
2008-08-20,E4,NA,854,hem,1.19292593,50.71573639,NA
2008-08-20,E4,NA,854,hem,1.223704338,50.10719681,NA
2008-08-20,E5,NA,879,wp,1.349656105,51.89989853,NA
2008-08-20,E5,NA,879,wp,1.374089479,51.80369186,NA
2008-07-30,E5,NA,885,rm,2.06343174,50.24318314,NA
2008-07-30,E5,NA,885,rm,2.193935156,50.09997559,NA
2008-07-30,E5,NA,885,rm,2.144212008,49.19874191,NA
2008-07-30,E5,NA,890,ro,2.363782167,49.63551712,NA
2008-07-30,E5,NA,890,ro,2.549240112,49.52517319,NA
2008-07-30,E5,NA,890,ro,2.570544243,49.16719055,NA
2008-08-20,E5,NA,911,hem,1.527798057,51.93297958,NA
2008-08-20,E5,NA,911,hem,1.455941558,51.93793869,NA
2008-08-20,F1,NA,930,hem,1.142669082,51.63048172,NA
2008-08-20,F1,NA,930,hem,1.125065088,50.52262878,NA
2008-08-20,F1,NA,932,cherry,2.500082493,50.89400101,NA
2008-08-20,F1,NA,932,cherry,2.504026175,50.4812088,NA
2008-07-30,F1,NA,933,rm,2.149168015,50.76850891,NA
2008-07-30,F1,NA,933,rm,2.141563177,50.59807968,NA
2008-07-30,F1,NA,943,rm,2.031377316,49.56079102,NA
2008-07-30,F1,NA,943,rm,2.001048565,49.35993576,NA
2008-08-20,F1,NA,945,rp,1.323253274,51.35815811,NA
2008-08-20,F1,NA,945,rp,1.228179336,51.11806107,NA
2008-08-20,F1,NA,945,rp,1.309022307,50.79954147,NA
2008-07-30,F1,NA,949,bo,2.994415522,49.93857956,NA
2008-07-30,F1,NA,949,bo,2.928850651,49.75860977,NA
2008-08-20,F1,NA,980,hem,2.017301083,50.7852478,NA
2008-08-20,F1,NA,980,hem,1.996441603,50.59490967,NA
2008-08-20,F2,NA,983,yb,1.172837615,51.21402359,NA
2008-08-20,F2,NA,983,yb,1.135137558,50.90839767,NA
2008-07-30,F2,NA,984,rm,2.236800909,48.72278595,NA
2008-07-30,F2,NA,984,rm,2.321553946,48.6387291,NA
2008-08-20,F2,NA,988,bb,2.430369616,49.03480148,NA
2008-08-20,F2,NA,988,bb,2.599903584,49.1100235,NA
2008-08-20,F2,NA,988,bb,2.647828817,49.90809631,NA
2008-07-30,F2,NA,995,ro,2.385247469,49.75042343,NA
2008-07-30,F2,NA,995,ro,2.591664553,50.16691208,NA
2008-07-30,F2,NA,995,ro,2.462516308,50.09692764,NA
2008-08-20,F3,NA,2,hem,2.348407507,48.53378296,NA
2008-08-20,F3,NA,2,hem,2.287816048,48.15351105,NA
2008-08-20,F3,NA,3,wp,1.405372262,49.87124634,NA
2008-08-20,F3,NA,3,wp,1.41887784,50.0763092,NA
2008-07-30,F3,NA,8,ro,1.304561496,49.57532501,NA
2008-07-30,F3,NA,8,ro,1.266205907,48.91287231,NA
2008-07-30,F3,NA,9,rm,2.392027855,49.74698639,NA
2008-07-30,F3,NA,9,rm,2.347419977,49.35693741,NA
2008-08-20,F3,NA,10,yb,1.704513311,50.04310989,NA
2008-08-20,F3,NA,10,yb,1.633231878,50.76678467,NA
2008-07-30,F4,NA,49,ro,2.565691233,50.21615219,NA
2008-07-30,F4,NA,49,ro,2.547779322,49.90608215,NA
2008-08-20,F4,NA,55,bb,2.605571747,48.57672882,NA
2008-08-20,F4,NA,55,bb,2.637894392,48.77854538,NA
2008-08-20,F4,NA,56,ws,0.963323355,49.27741241,NA
2008-08-20,F4,NA,56,ws,1.052495718,48.67321777,NA
2008-08-20,F4,NA,56,ws,1.21539557,50.49692917,NA
2008-08-20,F4,NA,56,ws,1.145851135,49.88145447,NA
2008-08-20,F4,NA,62,wp,1.464223742,50.12350464,NA
2008-08-20,F4,NA,62,wp,1.445193768,50.69766235,NA
2008-07-30,F4,NA,71,rm,1.957445502,49.41412735,NA
2008-07-30,F4,NA,71,rm,1.891501784,49.74112701,NA
2008-08-20,F4,NA,735,ash,2.504477978,45.63501358,NA
2008-08-20,F4,NA,735,ash,2.429318666,43.71101379,NA
2008-08-20,F5,NA,86,hem,2.153184175,50.8953476,NA
2008-08-20,F5,NA,86,hem,2.079155922,50.35854721,NA
2008-07-30,F5,NA,87,bo,1.330108166,50.4974823,NA
2008-07-30,F5,NA,87,bo,1.323671818,50.56406021,NA
2008-08-20,F5,NA,88,ws,2.595903397,49.74131393,NA
2008-08-20,F5,NA,88,ws,2.415613651,48.89431763,NA
2008-08-20,F5,NA,97,cherry,2.448138714,49.45412064,NA
2008-08-20,F5,NA,97,cherry,1.031296492,51.41504288,NA
2008-08-20,F5,NA,97,cherry,1.069288492,51.3593483,NA
2008-07-30,F5,NA,104,rm,2.548357248,48.50227356,NA
2008-07-30,F5,NA,104,rm,2.596446037,50.63110352,NA
2008-08-20,F5,NA,117,wp,1.148077011,49.57296753,NA
2008-08-20,F5,NA,117,wp,1.222574472,49.7283287,NA
2008-08-20,F5,NA,122,wb,2.932005405,49.60580826,NA
2008-08-20,F5,NA,122,wb,3.031095266,49.71826172,NA
2008-08-20,F5,NA,122,wb,2.919174433,50.54288483,NA
2008-07-30,G1,NA,153,rm,2.447050571,51.44372559,NA
2008-07-30,G1,NA,153,rm,2.525984764,51.19634628,NA
2008-08-20,G1,NA,158,rp,1.14861238,51.30258179,NA
2008-08-20,G1,NA,158,rp,1.162714362,51.28479004,NA
2008-08-20,G1,NA,166,cherry,2.588739872,48.08584213,NA
2008-08-20,G1,NA,166,cherry,2.633798838,48.28045654,NA
2008-07-30,G1,NA,175,ro,2.609527349,49.9997139,NA
2008-07-30,G1,NA,175,ro,2.531063557,49.79196167,NA
2008-07-30,G2,NA,203,ro,2.702719927,50.29141617,NA
2008-07-30,G2,NA,203,ro,2.644294262,49.93281937,NA
2008-08-20,G2,NA,205,yb,2.656702757,47.46744156,NA
2008-08-20,G2,NA,205,yb,2.909226656,47.95203018,NA
2008-08-20,G2,NA,205,yb,2.815803289,47.96622849,NA
2008-08-20,G2,NA,205,yb,3.020749331,50.22520065,NA
2008-08-20,G2,NA,205,yb,2.820766449,49.61667633,NA
2008-08-20,G2,NA,206,cherry,2.202305555,49.49463654,NA
2008-08-20,G2,NA,206,cherry,2.293222666,49.81633759,NA
2008-08-20,G2,NA,224,hem,1.23480773,49.92155457,NA
2008-08-20,G2,NA,224,hem,1.185929418,49.65376282,NA
2008-08-20,G5,NA,231,yb,2.138566732,48.77649689,NA
2008-08-20,G5,NA,231,yb,2.125834703,48.75796127,NA
2008-08-20,G5,NA,269,hem,1.312737823,51.2520752,NA
2008-08-20,G5,NA,269,hem,1.187175512,49.42726898,NA
2008-08-20,G5,NA,269,hem,1.371134639,51.12586975,NA
2008-07-30,G5,NA,277,rm,1.934112668,50.43655396,NA
2008-07-30,G5,NA,277,rm,1.942064881,50.14070129,NA
2008-08-20,G5,NA,285,wp,1.324817061,49.92462921,NA
2008-08-20,G5,NA,285,wp,1.319680691,49.77172852,NA
2008-07-30,G5,NA,291,ro,2.419970989,50.40181732,NA
2008-07-30,G5,NA,291,ro,2.450276136,50.16304016,NA
2008-08-20,G5,NA,597,bb,2.654264212,48.98703003,NA
2008-08-20,G5,NA,597,bb,2.609794617,49.02605438,NA
2008-08-20,H1,NA,304,beech,2.333628893,48.20008087,NA
2008-08-20,H1,NA,304,beech,2.406993866,48.04971695,NA
2008-07-30,H1,NA,305,ro,2.385574341,49.39007187,NA
2008-07-30,H1,NA,305,ro,2.476461649,49.87864685,NA
2008-08-20,H1,NA,314,hem,1.115097165,51.47257996,NA
2008-08-20,H1,NA,314,hem,1.156331778,50.85606384,NA
2008-08-20,H1,NA,320,wp,1.357459903,50.58685303,NA
2008-08-20,H1,NA,320,wp,1.285088658,50.80515289,NA
2008-07-30,H1,NA,321,rm,1.828300238,46.09109116,NA
2008-07-30,H1,NA,321,rm,1.974189401,48.95415497,NA
2008-07-30,H1,NA,321,rm,1.923210502,48.58018875,NA
2008-08-20,H2,NA,332,beech,1.944872022,46.93782043,NA
2008-08-20,H2,NA,332,beech,1.963465214,47.53822708,NA
2008-08-20,H2,NA,343,yb,2.538508892,46.3440361,NA
2008-08-20,H2,NA,343,yb,2.601788521,48.04441452,NA
2008-08-20,H2,NA,347,hem,1.319141984,51.56310272,NA
2008-08-20,H2,NA,347,hem,1.294822454,50.73064804,NA
2008-07-30,H2,NA,348,rm,1.63902986,50.37874603,NA
2008-07-30,H2,NA,348,rm,1.665608764,51.11656189,NA
2008-07-30,H2,NA,354,ro,2.548100471,49.26347351,NA
2008-07-30,H2,NA,354,ro,2.505882978,49.37533569,NA
2008-08-20,H5,NA,383,hem,1.132842779,50.59316254,NA
2008-08-20,H5,NA,383,hem,1.162217855,50.40734482,NA
2008-07-30,H5,NA,384,rm,1.707873464,48.68724442,NA
2008-07-30,H5,NA,384,rm,1.803047061,51.0152092,NA
2008-07-30,H5,NA,384,rm,1.766695857,51.44430161,NA
2008-08-20,H5,NA,393,yb,2.391169786,48.06039047,NA
2008-08-20,H5,NA,393,yb,2.288233757,48.19228363,NA
2008-08-20,H5,NA,393,yb,2.420023918,48.4389534,NA
2008-08-20,H5,NA,395,wp,1.457863927,50.84584427,NA
2008-08-20,H5,NA,395,wp,1.351712823,50.10654068,NA
2008-08-20,H5,NA,395,wp,1.425506115,51.62408066,NA
2008-08-20,H5,NA,397,beech,2.194975615,48.88401031,NA
2008-08-20,H5,NA,397,beech,2.249439955,48.77757263,NA
2008-08-20,H5,NA,398,bb,2.18429637,50.22222519,NA
2008-08-20,H5,NA,398,bb,2.045282841,50.22369003,NA
2008-08-20,H5,NA,398,bb,2.250992775,51.21442413,NA
2008-07-30,H5,NA,402,bo,2.393170595,49.49916077,NA
2008-07-30,H5,NA,402,bo,2.396444798,49.173069,NA
