Time, Ecoregion, Species, TempMult, MinJanTempMult, SoilMoistureMult, OtherAdjustMult, ProbEst
12, eco311, acersacc,0.99,1.00,0.00,1.00,0.00
12, eco311, betualle,0.60,1.00,0.51,1.00,0.51
12, eco311, betulent,1.00,1.00,0.50,1.00,0.50
12, eco311, betupapy,0.00,1.00,0.72,1.00,0.00
12, eco311, betupopu,0.90,1.00,0.00,1.00,0.00
12, eco311, caryglab,0.25,1.00,0.58,1.00,0.25
12, eco311, fagugran,0.68,1.00,0.58,1.00,0.58
12, eco311, fraxamer,0.60,1.00,0.72,1.00,0.60
12, eco311, fraxnigr,0.05,1.00,0.00,1.00,0.00
12, eco311, larilari,0.58,1.00,0.71,1.00,0.58
12, eco311, ostrvirg,0.70,1.00,0.72,1.00,0.70
12, eco311, piceglau,0.00,1.00,0.68,1.00,0.00
12, eco311, picemari,0.00,1.00,0.71,1.00,0.00
12, eco311, picerube,0.86,1.00,0.66,1.00,0.66
12, eco311, pinuresi,0.00,1.00,0.81,1.00,0.00
12, eco311, pinurigi,0.78,1.00,0.75,1.00,0.75
12, eco311, pinustro,0.99,1.00,0.80,1.00,0.80
12, eco311, popubals,0.44,1.00,0.71,1.00,0.44
12, eco311, popugran,0.99,1.00,0.74,1.00,0.74
12, eco311, poputrem,0.44,1.00,0.71,1.00,0.44
12, eco311, prunsero,0.68,1.00,0.75,1.00,0.68
12, eco311, queralba,0.73,1.00,0.79,1.00,0.73
12, eco311, quercocc,0.30,1.00,0.73,1.00,0.30
12, eco311, querprin,0.52,1.00,0.73,1.00,0.52
12, eco311, querrubr,0.88,1.00,0.58,1.00,0.58
12, eco311, quervelu,0.66,1.00,0.75,1.00,0.66
12, eco311, thujocci,0.00,1.00,0.76,1.00,0.00
12, eco311, tiliamer,1.00,1.00,0.58,1.00,0.58
12, eco311, tsugcana,0.96,1.00,0.51,1.00,0.51
12, eco311, ulmuamer,0.59,1.00,0.70,1.00,0.59
13, eco311, abiebals,0.41,1.00,0.00,1.00,0.00
13, eco311, acerrubr,0.57,1.00,0.00,1.00,0.00
13, eco311, acersacc,1.00,1.00,0.00,1.00,0.00
13, eco311, betualle,0.72,1.00,0.00,1.00,0.00
13, eco311, betulent,0.99,0.00,0.00,1.00,0.00
13, eco311, betupapy,0.00,1.00,0.00,1.00,0.00
13, eco311, betupopu,0.94,1.00,0.00,1.00,0.00
13, eco311, caryglab,0.20,0.00,0.00,1.00,0.00
13, eco311, fagugran,0.64,1.00,0.00,1.00,0.00
13, eco311, fraxamer,0.56,1.00,0.00,1.00,0.00
13, eco311, fraxnigr,0.26,1.00,0.00,1.00,0.00
13, eco311, larilari,0.65,1.00,0.00,1.00,0.00
13, eco311, ostrvirg,0.66,1.00,0.00,1.00,0.00
13, eco311, piceglau,0.00,1.00,0.00,1.00,0.00
13, eco311, picemari,0.00,1.00,0.00,1.00,0.00
13, eco311, picerube,0.91,1.00,0.00,1.00,0.00
13, eco311, pinuresi,0.00,1.00,0.51,1.00,0.00
13, eco311, pinurigi,0.64,0.00,0.27,1.00,0.00
13, eco311, pinustro,1.00,1.00,0.49,1.00,0.49
13, eco311, popubals,0.55,1.00,0.00,1.00,0.00
13, eco311, popugran,1.00,1.00,0.18,1.00,0.18
13, eco311, poputrem,0.56,1.00,0.00,1.00,0.00
13, eco311, prunsero,0.65,1.00,0.23,1.00,0.23
13, eco311, queralba,0.70,1.00,0.43,1.00,0.43
13, eco311, quercocc,0.20,0.00,0.08,1.00,0.00
13, eco311, querprin,0.42,0.00,0.06,1.00,0.00
13, eco311, querrubr,0.85,1.00,0.00,1.00,0.00
13, eco311, quervelu,0.61,1.00,0.23,1.00,0.23
13, eco311, thujocci,0.00,1.00,0.31,1.00,0.00
13, eco311, tiliamer,0.99,1.00,0.00,1.00,0.00
13, eco311, tsugcana,0.93,1.00,0.00,1.00,0.00
13, eco311, ulmuamer,0.56,1.00,0.00,1.00,0.00
14, eco311, abiebals,0.30,1.00,1.00,1.00,0.30
14, eco311, acerrubr,0.60,1.00,1.00,1.00,0.60
14, eco311, acersacc,0.99,1.00,1.00,1.00,0.99
14, eco311, betualle,0.61,1.00,1.00,1.00,0.61
14, eco311, betulent,1.00,0.00,1.00,1.00,0.00
14, eco311, betupapy,0.00,1.00,1.00,1.00,0.00
14, eco311, betupopu,0.90,1.00,1.00,1.00,0.90
14, eco311, caryglab,0.24,0.00,1.00,1.00,0.00
14, eco311, fagugran,0.68,1.00,1.00,1.00,0.68
14, eco311, fraxamer,0.60,1.00,1.00,1.00,0.60
14, eco311, fraxnigr,0.07,1.00,1.00,1.00,0.07
14, eco311, larilari,0.58,1.00,1.00,1.00,0.58
14, eco311, ostrvirg,0.70,1.00,1.00,1.00,0.70
14, eco311, piceglau,0.00,1.00,1.00,1.00,0.00
14, eco311, picemari,0.00,1.00,1.00,1.00,0.00
14, eco311, picerube,0.86,1.00,1.00,1.00,0.86
14, eco311, pinuresi,0.00,1.00,1.00,1.00,0.00
14, eco311, pinurigi,0.77,0.00,1.00,1.00,0.00
14, eco311, pinustro,0.99,1.00,1.00,1.00,0.99
14, eco311, popubals,0.45,1.00,1.00,1.00,0.45
14, eco311, popugran,0.99,1.00,1.00,1.00,0.99
14, eco311, poputrem,0.45,1.00,1.00,1.00,0.45
14, eco311, prunsero,0.68,1.00,1.00,1.00,0.68
14, eco311, queralba,0.73,1.00,1.00,1.00,0.73
14, eco311, quercocc,0.29,0.00,1.00,1.00,0.00
14, eco311, querprin,0.51,0.00,1.00,1.00,0.00
14, eco311, querrubr,0.88,1.00,1.00,1.00,0.88
14, eco311, quervelu,0.66,1.00,1.00,1.00,0.66
14, eco311, thujocci,0.00,1.00,1.00,1.00,0.00
14, eco311, tiliamer,1.00,1.00,1.00,1.00,1.00
14, eco311, tsugcana,0.96,1.00,1.00,1.00,0.96
14, eco311, ulmuamer,0.59,1.00,1.00,1.00,0.59
15, eco311, abiebals,0.02,1.00,0.69,1.00,0.02
15, eco311, acerrubr,0.66,1.00,0.79,1.00,0.66
15, eco311, acersacc,0.95,1.00,0.00,1.00,0.00
15, eco311, betualle,0.32,1.00,0.72,1.00,0.32
15, eco311, betulent,0.97,0.00,0.71,1.00,0.00
15, eco311, betupapy,0.00,1.00,0.83,1.00,0.00
15, eco311, betupopu,0.78,1.00,0.57,1.00,0.57
15, eco311, caryglab,0.34,1.00,0.75,1.00,0.34
15, eco311, fagugran,0.75,1.00,0.75,1.00,0.75
15, eco311, fraxamer,0.67,1.00,0.83,1.00,0.67
15, eco311, fraxnigr,0.00,1.00,0.00,1.00,0.00
15, eco311, larilari,0.42,1.00,0.82,1.00,0.42
15, eco311, ostrvirg,0.76,1.00,0.83,1.00,0.76
15, eco311, piceglau,0.00,1.00,0.80,1.00,0.00
15, eco311, picemari,0.00,1.00,0.82,1.00,0.00
15, eco311, picerube,0.75,1.00,0.80,1.00,0.75
15, eco311, pinuresi,0.00,1.00,0.88,1.00,0.00
15, eco311, pinurigi,0.94,1.00,0.85,1.00,0.85
15, eco311, pinustro,0.94,1.00,0.88,1.00,0.88
15, eco311, popubals,0.22,1.00,0.82,1.00,0.22
15, eco311, popugran,0.94,1.00,0.84,1.00,0.84
15, eco311, poputrem,0.18,1.00,0.82,1.00,0.18
15, eco311, prunsero,0.74,1.00,0.84,1.00,0.74
15, eco311, queralba,0.79,1.00,0.87,1.00,0.79
15, eco311, quercocc,0.47,1.00,0.83,1.00,0.47
15, eco311, querprin,0.67,1.00,0.83,1.00,0.67
15, eco311, querrubr,0.93,1.00,0.75,1.00,0.75
15, eco311, quervelu,0.74,1.00,0.84,1.00,0.74
15, eco311, thujocci,0.00,1.00,0.85,1.00,0.00
15, eco311, tiliamer,0.98,1.00,0.75,1.00,0.75
15, eco311, tsugcana,0.99,1.00,0.72,1.00,0.72
15, eco311, ulmuamer,0.65,1.00,0.82,1.00,0.65
16, eco311, abiebals,0.15,1.00,1.00,1.00,0.15
16, eco311, acerrubr,0.63,1.00,1.00,1.00,0.63
16, eco311, acersacc,0.97,1.00,1.00,1.00,0.97
16, eco311, betualle,0.46,1.00,1.00,1.00,0.46
16, eco311, betulent,0.99,1.00,1.00,1.00,0.99
16, eco311, betupapy,0.00,1.00,1.00,1.00,0.00
16, eco311, betupopu,0.84,1.00,1.00,1.00,0.84
16, eco311, caryglab,0.30,1.00,1.00,1.00,0.30
16, eco311, fagugran,0.72,1.00,1.00,1.00,0.72
16, eco311, fraxamer,0.64,1.00,1.00,1.00,0.64
16, eco311, fraxnigr,0.00,1.00,1.00,1.00,0.00
16, eco311, larilari,0.50,1.00,1.00,1.00,0.50
16, eco311, ostrvirg,0.73,1.00,1.00,1.00,0.73
16, eco311, piceglau,0.00,1.00,1.00,1.00,0.00
16, eco311, picemari,0.00,1.00,1.00,1.00,0.00
16, eco311, picerube,0.80,1.00,1.00,1.00,0.80
16, eco311, pinuresi,0.00,1.00,1.00,1.00,0.00
16, eco311, pinurigi,0.88,1.00,1.00,1.00,0.88
16, eco311, pinustro,0.97,1.00,1.00,1.00,0.97
16, eco311, popubals,0.33,1.00,1.00,1.00,0.33
16, eco311, popugran,0.97,1.00,1.00,1.00,0.97
16, eco311, poputrem,0.31,1.00,1.00,1.00,0.31
16, eco311, prunsero,0.71,1.00,1.00,1.00,0.71
16, eco311, queralba,0.76,1.00,1.00,1.00,0.76
16, eco311, quercocc,0.39,1.00,1.00,1.00,0.39
16, eco311, querprin,0.60,1.00,1.00,1.00,0.60
16, eco311, querrubr,0.91,1.00,1.00,1.00,0.91
16, eco311, quervelu,0.70,1.00,1.00,1.00,0.70
16, eco311, thujocci,0.00,1.00,1.00,1.00,0.00
16, eco311, tiliamer,1.00,1.00,1.00,1.00,1.00
16, eco311, tsugcana,0.98,1.00,1.00,1.00,0.98
16, eco311, ulmuamer,0.62,1.00,1.00,1.00,0.62
17, eco311, abiebals,0.13,1.00,0.00,1.00,0.00
17, eco311, acerrubr,0.64,1.00,0.42,1.00,0.42
17, eco311, acersacc,0.97,1.00,0.00,1.00,0.00
17, eco311, betualle,0.44,1.00,0.00,1.00,0.00
17, eco311, betulent,0.99,0.00,0.00,1.00,0.00
17, eco311, betupapy,0.00,1.00,0.57,1.00,0.00
17, eco311, betupopu,0.83,1.00,0.00,1.00,0.00
17, eco311, caryglab,0.30,1.00,0.23,1.00,0.23
17, eco311, fagugran,0.72,1.00,0.23,1.00,0.23
17, eco311, fraxamer,0.64,1.00,0.57,1.00,0.57
17, eco311, fraxnigr,0.00,1.00,0.00,1.00,0.00
17, eco311, larilari,0.48,1.00,0.54,1.00,0.48
17, eco311, ostrvirg,0.74,1.00,0.57,1.00,0.57
17, eco311, piceglau,0.00,1.00,0.48,1.00,0.00
17, eco311, picemari,0.00,1.00,0.55,1.00,0.00
17, eco311, picerube,0.80,1.00,0.45,1.00,0.45
17, eco311, pinuresi,0.00,1.00,0.71,1.00,0.00
17, eco311, pinurigi,0.89,1.00,0.62,1.00,0.62
17, eco311, pinustro,0.97,1.00,0.70,1.00,0.70
17, eco311, popubals,0.31,1.00,0.54,1.00,0.31
17, eco311, popugran,0.97,1.00,0.60,1.00,0.60
17, eco311, poputrem,0.29,1.00,0.54,1.00,0.29
17, eco311, prunsero,0.72,1.00,0.61,1.00,0.61
17, eco311, queralba,0.77,1.00,0.68,1.00,0.68
17, eco311, quercocc,0.40,1.00,0.58,1.00,0.40
17, eco311, querprin,0.61,1.00,0.58,1.00,0.58
17, eco311, querrubr,0.91,1.00,0.25,1.00,0.25
17, eco311, quervelu,0.71,1.00,0.61,1.00,0.61
17, eco311, thujocci,0.00,1.00,0.63,1.00,0.00
17, eco311, tiliamer,1.00,1.00,0.23,1.00,0.23
17, eco311, tsugcana,0.98,1.00,0.00,1.00,0.00
17, eco311, ulmuamer,0.63,1.00,0.53,1.00,0.53
18, eco311, abiebals,0.25,1.00,1.00,1.00,0.25
18, eco311, acerrubr,0.61,1.00,1.00,1.00,0.61
18, eco311, acersacc,0.99,1.00,1.00,1.00,0.99
18, eco311, betualle,0.56,1.00,1.00,1.00,0.56
18, eco311, betulent,1.00,0.00,1.00,1.00,0.00
18, eco311, betupapy,0.00,1.00,1.00,1.00,0.00
18, eco311, betupopu,0.88,1.00,1.00,1.00,0.88
18, eco311, caryglab,0.26,1.00,1.00,1.00,0.26
18, eco311, fagugran,0.69,1.00,1.00,1.00,0.69
18, eco311, fraxamer,0.61,1.00,1.00,1.00,0.61
18, eco311, fraxnigr,0.00,1.00,1.00,1.00,0.00
18, eco311, larilari,0.55,1.00,1.00,1.00,0.55
18, eco311, ostrvirg,0.71,1.00,1.00,1.00,0.71
18, eco311, piceglau,0.00,1.00,1.00,1.00,0.00
18, eco311, picemari,0.00,1.00,1.00,1.00,0.00
18, eco311, picerube,0.84,1.00,1.00,1.00,0.84
18, eco311, pinuresi,0.00,1.00,1.00,1.00,0.00
18, eco311, pinurigi,0.81,1.00,1.00,1.00,0.81
18, eco311, pinustro,0.98,1.00,1.00,1.00,0.98
18, eco311, popubals,0.41,1.00,1.00,1.00,0.41
18, eco311, popugran,0.98,1.00,1.00,1.00,0.98
18, eco311, poputrem,0.41,1.00,1.00,1.00,0.41
18, eco311, prunsero,0.69,1.00,1.00,1.00,0.69
18, eco311, queralba,0.74,1.00,1.00,1.00,0.74
18, eco311, quercocc,0.33,1.00,1.00,1.00,0.33
18, eco311, querprin,0.54,1.00,1.00,1.00,0.54
18, eco311, querrubr,0.89,1.00,1.00,1.00,0.89
18, eco311, quervelu,0.67,1.00,1.00,1.00,0.67
18, eco311, thujocci,0.00,1.00,1.00,1.00,0.00
18, eco311, tiliamer,1.00,1.00,1.00,1.00,1.00
18, eco311, tsugcana,0.96,1.00,1.00,1.00,0.96
18, eco311, ulmuamer,0.60,1.00,1.00,1.00,0.60
19, eco311, abiebals,0.38,1.00,1.00,1.00,0.38
19, eco311, acerrubr,0.58,1.00,1.00,1.00,0.58
19, eco311, acersacc,1.00,1.00,1.00,1.00,1.00
19, eco311, betualle,0.69,1.00,1.00,1.00,0.69
19, eco311, betulent,1.00,0.00,1.00,1.00,0.00
19, eco311, betupapy,0.00,1.00,1.00,1.00,0.00
19, eco311, betupopu,0.93,1.00,1.00,1.00,0.93
19, eco311, caryglab,0.21,0.00,1.00,1.00,0.00
19, eco311, fagugran,0.65,1.00,1.00,1.00,0.65
19, eco311, fraxamer,0.57,1.00,1.00,1.00,0.57
19, eco311, fraxnigr,0.21,1.00,1.00,1.00,0.21
19, eco311, larilari,0.63,1.00,1.00,1.00,0.63
19, eco311, ostrvirg,0.67,1.00,1.00,1.00,0.67
19, eco311, piceglau,0.00,1.00,1.00,1.00,0.00
19, eco311, picemari,0.00,1.00,1.00,1.00,0.00
19, eco311, picerube,0.90,1.00,1.00,1.00,0.90
19, eco311, pinuresi,0.00,1.00,1.00,1.00,0.00
19, eco311, pinurigi,0.68,0.00,1.00,1.00,0.00
19, eco311, pinustro,1.00,1.00,1.00,1.00,1.00
19, eco311, popubals,0.53,1.00,1.00,1.00,0.53
19, eco311, popugran,1.00,1.00,1.00,1.00,1.00
19, eco311, poputrem,0.53,1.00,1.00,1.00,0.53
19, eco311, prunsero,0.66,1.00,1.00,1.00,0.66
19, eco311, queralba,0.70,1.00,1.00,1.00,0.70
19, eco311, quercocc,0.23,0.00,1.00,1.00,0.00
19, eco311, querprin,0.44,0.00,1.00,1.00,0.00
19, eco311, querrubr,0.86,1.00,1.00,1.00,0.86
19, eco311, quervelu,0.62,1.00,1.00,1.00,0.62
19, eco311, thujocci,0.00,1.00,1.00,1.00,0.00
19, eco311, tiliamer,0.99,1.00,1.00,1.00,0.99
19, eco311, tsugcana,0.94,1.00,1.00,1.00,0.94
19, eco311, ulmuamer,0.57,1.00,1.00,1.00,0.57
20, eco311, abiebals,0.00,1.00,0.00,1.00,0.00
20, eco311, acerrubr,0.72,1.00,0.00,1.00,0.00
20, eco311, acersacc,0.86,1.00,0.00,1.00,0.00
20, eco311, betualle,0.00,1.00,0.00,1.00,0.00
20, eco311, betulent,0.88,0.00,0.00,1.00,0.00
20, eco311, betupapy,0.00,1.00,0.00,1.00,0.00
20, eco311, betupopu,0.62,1.00,0.00,1.00,0.00
20, eco311, caryglab,0.42,1.00,0.00,1.00,0.00
20, eco311, fagugran,0.81,1.00,0.00,1.00,0.00
20, eco311, fraxamer,0.74,1.00,0.00,1.00,0.00
20, eco311, fraxnigr,0.00,1.00,0.00,1.00,0.00
20, eco311, larilari,0.22,1.00,0.00,1.00,0.00
20, eco311, ostrvirg,0.82,1.00,0.00,1.00,0.00
20, eco311, piceglau,0.00,1.00,0.00,1.00,0.00
20, eco311, picemari,0.00,1.00,0.00,1.00,0.00
20, eco311, picerube,0.60,1.00,0.00,1.00,0.00
20, eco311, pinuresi,0.00,1.00,0.50,1.00,0.00
20, eco311, pinurigi,1.00,1.00,0.25,1.00,0.25
20, eco311, pinustro,0.86,1.00,0.48,1.00,0.48
20, eco311, popubals,0.00,1.00,0.00,1.00,0.00
20, eco311, popugran,0.86,1.00,0.14,1.00,0.14
20, eco311, poputrem,0.00,1.00,0.00,1.00,0.00
20, eco311, prunsero,0.80,1.00,0.20,1.00,0.20
20, eco311, queralba,0.85,1.00,0.42,1.00,0.42
20, eco311, quercocc,0.62,1.00,0.00,1.00,0.00
20, eco311, querprin,0.80,1.00,0.00,1.00,0.00
20, eco311, querrubr,0.97,1.00,0.00,1.00,0.00
20, eco311, quervelu,0.81,1.00,0.20,1.00,0.20
20, eco311, thujocci,0.00,1.00,0.29,1.00,0.00
20, eco311, tiliamer,0.92,1.00,0.00,1.00,0.00
20, eco311, tsugcana,1.00,1.00,0.00,1.00,0.00
20, eco311, ulmuamer,0.70,1.00,0.00,1.00,0.00
21, eco311, abiebals,0.00,1.00,1.00,1.00,0.00
21, eco311, acerrubr,0.71,1.00,1.00,1.00,0.71
21, eco311, acersacc,0.88,1.00,1.00,1.00,0.88
21, eco311, betualle,0.03,1.00,1.00,1.00,0.03
21, eco311, betulent,0.91,0.00,1.00,1.00,0.00
21, eco311, betupapy,0.00,1.00,1.00,1.00,0.00
21, eco311, betupopu,0.66,1.00,1.00,1.00,0.66
21, eco311, caryglab,0.41,1.00,1.00,1.00,0.41
21, eco311, fagugran,0.80,1.00,1.00,1.00,0.80
21, eco311, fraxamer,0.72,1.00,1.00,1.00,0.72
21, eco311, fraxnigr,0.00,1.00,1.00,1.00,0.00
21, eco311, larilari,0.27,1.00,1.00,1.00,0.27
21, eco311, ostrvirg,0.81,1.00,1.00,1.00,0.81
21, eco311, piceglau,0.00,1.00,1.00,1.00,0.00
21, eco311, picemari,0.00,1.00,1.00,1.00,0.00
21, eco311, picerube,0.63,1.00,1.00,1.00,0.63
21, eco311, pinuresi,0.00,1.00,1.00,1.00,0.00
21, eco311, pinurigi,1.00,1.00,1.00,1.00,1.00
21, eco311, pinustro,0.88,1.00,1.00,1.00,0.88
21, eco311, popubals,0.00,1.00,1.00,1.00,0.00
21, eco311, popugran,0.88,1.00,1.00,1.00,0.88
21, eco311, poputrem,0.00,1.00,1.00,1.00,0.00
21, eco311, prunsero,0.79,1.00,1.00,1.00,0.79
21, eco311, queralba,0.84,1.00,1.00,1.00,0.84
21, eco311, quercocc,0.59,1.00,1.00,1.00,0.59
21, eco311, querprin,0.78,1.00,1.00,1.00,0.78
21, eco311, querrubr,0.96,1.00,1.00,1.00,0.96
21, eco311, quervelu,0.80,1.00,1.00,1.00,0.80
21, eco311, thujocci,0.00,1.00,1.00,1.00,0.00
21, eco311, tiliamer,0.93,1.00,1.00,1.00,0.93
21, eco311, tsugcana,1.00,1.00,1.00,1.00,1.00
21, eco311, ulmuamer,0.69,1.00,1.00,1.00,0.69
22, eco311, abiebals,0.00,1.00,0.00,1.00,0.00
22, eco311, acerrubr,0.71,1.00,0.23,1.00,0.23
22, eco311, acersacc,0.87,1.00,0.00,1.00,0.00
22, eco311, betualle,0.01,1.00,0.00,1.00,0.00
22, eco311, betulent,0.90,0.00,0.00,1.00,0.00
22, eco311, betupapy,0.00,1.00,0.47,1.00,0.00
22, eco311, betupopu,0.65,1.00,0.00,1.00,0.00
22, eco311, caryglab,0.41,1.00,0.00,1.00,0.00
22, eco311, fagugran,0.80,1.00,0.00,1.00,0.00
22, eco311, fraxamer,0.73,1.00,0.47,1.00,0.47
22, eco311, fraxnigr,0.00,1.00,0.00,1.00,0.00
22, eco311, larilari,0.26,1.00,0.43,1.00,0.26
22, eco311, ostrvirg,0.82,1.00,0.47,1.00,0.47
22, eco311, piceglau,0.00,1.00,0.34,1.00,0.00
22, eco311, picemari,0.00,1.00,0.44,1.00,0.00
22, eco311, picerube,0.62,1.00,0.28,1.00,0.28
22, eco311, pinuresi,0.00,1.00,0.66,1.00,0.00
22, eco311, pinurigi,1.00,1.00,0.54,1.00,0.54
22, eco311, pinustro,0.88,1.00,0.64,1.00,0.64
22, eco311, popubals,0.00,1.00,0.43,1.00,0.00
22, eco311, popugran,0.88,1.00,0.51,1.00,0.51
22, eco311, poputrem,0.00,1.00,0.43,1.00,0.00
22, eco311, prunsero,0.79,1.00,0.52,1.00,0.52
22, eco311, queralba,0.84,1.00,0.61,1.00,0.61
22, eco311, quercocc,0.59,1.00,0.49,1.00,0.49
22, eco311, querprin,0.78,1.00,0.48,1.00,0.48
22, eco311, querrubr,0.96,1.00,0.00,1.00,0.00
22, eco311, quervelu,0.80,1.00,0.52,1.00,0.52
22, eco311, thujocci,0.00,1.00,0.55,1.00,0.00
22, eco311, tiliamer,0.93,1.00,0.00,1.00,0.00
22, eco311, tsugcana,1.00,1.00,0.00,1.00,0.00
22, eco311, ulmuamer,0.70,1.00,0.42,1.00,0.42
